213505023	213473875,213494774,213530686,213494780
213505087	213473875,213530686,213530712
213505263	213505283,213451340,213451321
213505283	213505263
213506689	213460274,213463427
213506888	213506917,213528431,213468878
213506917	213506888
213507036	213525631,213468912,213440029
213507091	213502231,213472459,213468912
213507120	4873078885,213502458,213522772
213507310	213507318,213512175,213507498
213507318	213507310
213507379	213507407,213460172,213509798
213507407	213496843,213507379,213509798
213507449	213512996,213507455,213482023
213507455	213492795,213507449,213512996
213507473	213507498,213502231
213507498	213502294,213507473,213507310
213507645	213486982
213507991	213437435
213508010	6325428685,213480664,213443669
213508098	213435839,213464808,213464082
213508586	10633061420
213508602	213520408,10633061420
213508672	213508693,213456405,213509404
213508693	213508672,213509404,213511966
213509404	213508672,213508693,213535033
213509783	213509798
213509798	213507379,213509783,213507407
213511823	213502604
213511963	213511966
213511966	213511963,213511992,213508693
213511992	213511966,213456408,213409924
213512136	213502550
213512175	213507310
213512516	213512516,213473442
213512909	213512912,213516833,213437402
213512912	977010248,213512909
213512996	213507449,213441373,213507455
213513071	213513078,213501171,213513088
213513078	213513071,213541074,213513088
213513088	213513071,213513078,213515636
213513769	213513949,213482185,213513971
213513949	213513971,213513968,213513769
213513968	213513971,213513949,213436718
213513971	213513949,213513769,213513968
213515636	213515670,213513088,213532081
213515670	213515636,213532081,213501169
213516833	213512909,213418913
213517161	213517172,213454748,213533079
213517172	213464578,213517161,213454760
213518184	213464033
213518192	213444425,213448460,213444455
213518231	213444425,213452938,213451315
213518875	213421003,213436703,213533315
213519449	213519467,213484943
213519467	213519449,213484956,213428105
213519777	213519810,213519807,213448475
213519807	213519777
213519810	213519777
213520408	213508602,213520434,213520497
213520434	213520486,213520408
213520486	213520497,213520434
213520497	213520486,213520408,213456408
213522581	213522581,213498711
213522772	213524377,213507120,213448390,5254593617
213522894	213440400
213523248	213437435,213435893
213523835	213535517,213523865
213523865	213523835
213524374	213524377
213524377	213522772,213524374,213486982
213525619	213525631,213494552,213426727
213525631	213507036,213525619,213468878
213528431	213472459,213411373,213506888
213530686	213530712,213505023,213505087,213468853
213530712	213481967,213530686,213505087
213531723	213502272
213532069	213501169,213501166
213532081	213448229,213515670,213515636
213532617	213469268
213533079	213533079,213517161
213533315	213436698,213484956,213518875,213484943
213534540	213502539
213535033	213456390,213509404,213481574
213535517	213523835,213535522,213433805
213535522	213535517,213435839,213469826
213536014	213536015,213494562,213545234
213536015	213536014
213536598	213481170
213539753	213440995,213500416,213450064
213540503	213464609,213417743,6208159050
213540558	213540558,6208159050
213540760	213540760,213470027
213541074	213513078
213541837	213489027
213542751	213481574,213474486,213464049
213545182	1300370306,213419628
213545234	213536014
213546776	213546776,213502275
213548868	213496609
213548952	213496609,213548952
213550443	213472558
213551978	213448490
213552201	213439230
213554396	213449675
213558866	213460159
213561146	213561146,213494745
213561204	213561231
213561231	213561259,213561204,213443663
213561259	213561231
213561753	213561753,4873078885
213562626	213410448
819447164	213410388,213460274,213454690
837158246	213433351,213469546,213482071
977010248	3007889049,213512912
1010920862	1010920879
1010920879	213443663,1010920862,5488957327
1043155196	1043155198,5408296161,213472459
1043155198	1804055808,1043155196
1045327807	1045328996,1045327973,1045328610
1045327973	1045328996,1045327807,1045328610
1045328301	213443700
1045328610	6340679122,213443695,1045327807,1045327973
1045328996	1045327973,213437797,1045327807
1046346819	1046346819,213473697
1236778545	213427118
1300370270	1300370326,213463244,213443687
1300370306	213545182,213460055
1300370316	213447472
1300370326	1300370270
1319459475	213484943,213436698,213432136
1752640234	213456390,10633061423,10720435347
1804055808	1043155198
2108342479	213441336
3007889024	3226665003
3007889049	3007889053,977010248,3007889051
3007889051	3007889049
3007889053	3007889049
3226665003	213443669,3007889024,213443682
3281285752	3281285752,213483664
3281285789	213448624,213478606,213483664
3572200196	213483688,3572200201
3572200201	3572200196,6760586242
4873078885	213561753,213507120
5092044791	213418913
5099726229	213450100,213483452,5099726230
5099726230	5099726229,5099726230
5254593617	213522772
5408203403	213443695
5408296161	1043155196
5423379465	213435851
5423379467	213469826
5423555291	5423555292,213435850,213435839
5423555292	5423555291
5482872957	213421003
5483045343	213464609,213464578,5483045345
5483045345	5483045343
5488957327	1010920879
5787912370	213447472
5954567443	5954567444,5954567446
5954567444	5954567443,5954567447
5954567445	5954567446,5954567444
5954567446	5954567445,213483452,5954567443
5954567447	213467860
6208113031	213473697
6208159050	213540558,213540503,6208159053
6208159053	6208159050
6325428685	213508010
6340679122	1045328610
6760586242	3572200201
8796625904	213441396,213441381,12343221604
8805442383	213428105,213413292
9471400882	213437430,9525512442,9471400883
9471400883	9525512443,9471400882,10186841081
9525511132	9525512442,9525512443
9525512442	9471400882,9525511132,9525512443
9525512443	9525511132,9471400883,9525512442
10174588138	213470027
10186841081	9471400883
10232014255	213463304
10633061420	213508586,213508602,213456405
10633061423	1752640234
10720435347	1752640234
11229742063	11229750268,213432248,213454738
11229750268	11229742063
12256928942	213470308
12310597302	213437402,213464193,213437404
12343221604	8796625904
12522698535	213468202,213468188
